Site identifier,Site,Longitude,Latitude,Lab sample identifier,Material,AMS date on cereal?,14C age BP,1-sigma uncertainty,Age range (BC/AD),Age range lower (BP),Age range upper (BP),Reference,Crops Present,Wheat,Barley,Foxtail millet,Broomcorn millet,Millet (unidentified),Rice,Rice (wild),Echnicloa,Paspalum,Sorghum,Oat,Rye,Buckwheat,Bracharia,Eleusine coracana,Pennesitum
86,Dadiwan,105.58,34.97,CAMS134372,Bone collagen,FALSE,4850,30,,,,Barton et al.2009,"Foxtail Millet, Broomcorn Millet",,,TRUE,TRUE,,,,,,,,,,,,
86,Dadiwan,105.58,34.97,CAMS134373,Bone collagen,FALSE,4855,30,,,,Barton et al.2009,"Foxtail Millet, Broomcorn Millet",,,TRUE,TRUE,,,,,,,,,,,,
86,Dadiwan,105.58,34.97,CAMS134421,Bone collagen,FALSE,4875,30,,,,Barton et al.2009,"Foxtail Millet, Broomcorn Millet",,,TRUE,TRUE,,,,,,,,,,,,
86,Dadiwan,105.58,34.97,CAMS134368,Bone collagen,FALSE,4895,30,,,,Barton et al.2009,"Foxtail Millet, Broomcorn Millet",,,TRUE,TRUE,,,,,,,,,,,,
86,Dadiwan,105.58,34.97,CAMS134457,Bone collagen,FALSE,4950,30,,,,Barton et al.2009,"Foxtail Millet, Broomcorn Millet",,,TRUE,TRUE,,,,,,,,,,,,
86,Dadiwan,105.58,34.97,CAMS134370,Bone collagen,FALSE,4965,30,,,,Barton et al.2009,"Foxtail Millet, Broomcorn Millet",,,TRUE,TRUE,,,,,,,,,,,,
86,Dadiwan,105.58,34.97,CAMS134425,Bone collagen,FALSE,5165,30,,,,Barton et al.2009,"Foxtail Millet, Broomcorn Millet",,,TRUE,TRUE,,,,,,,,,,,,
86,Dadiwan,105.58,34.97,CAMS134426,Bone collagen,FALSE,5625,30,,,,Barton et al.2009,"Foxtail Millet, Broomcorn Millet",,,TRUE,TRUE,,,,,,,,,,,,
86,Dadiwan,105.58,34.97,CAMS134427,Bone collagen,FALSE,6280,30,,,,Barton et al.2009,"Foxtail Millet, Broomcorn Millet",,,TRUE,TRUE,,,,,,,,,,,,
86,Dadiwan,105.58,34.97,CAMS134448,Bone collagen,FALSE,6390,30,,,,Barton et al.2009,"Foxtail Millet, Broomcorn Millet",,,TRUE,TRUE,,,,,,,,,,,,
86,Dadiwan,105.58,34.97,CAMS134424,Bone collagen,FALSE,6580,30,,,,Barton et al.2009,"Foxtail Millet, Broomcorn Millet",,,TRUE,TRUE,,,,,,,,,,,,
86,Dadiwan,105.58,34.97,CAMS134423,Bone collagen,FALSE,6645,30,,,,Barton et al. 2009,"Foxtail Millet, Broomcorn Millet",,,TRUE,TRUE,,,,,,,,,,,,
86,Dadiwan,105.58,34.97,CAMS134447,Bone collagen,FALSE,4440,25,,,,Barton et al. 2009,"Foxtail Millet, Broomcorn Millet",,,TRUE,TRUE,,,,,,,,,,,,
87,Dadunzi,101.88,25.71,ZK-0229,Charcoal,FALSE,3120,90,,,,Yunnan 1977,Rice,,,,,,TRUE,,,,,,,,,,
88,Daechon-ri,127.57,36.28,,,FALSE,,,3340-3090 BC,5290,5040,"Lee, G-A. 2009","Rice, Foxtail Millet, Broomcorn Millet",,,TRUE,TRUE,,TRUE,,,,,,,,,,
89,Daegok-ri,127.22,34.98,,,FALSE,,,800-400 BC,2750,2350,Museum of Chonnam National University 1989,Rice,,,,,,TRUE,,,,,,,,,,
90,Daeheung-ri,127.23,36.72,,,FALSE,,,700-300 BC,2650,2250,Palaeo Labo 1999,Rice,,,,,,TRUE,,,,,,,,,,
91,Daeya-ri,127.96,35.01,,,FALSE,,,800-400 BC,2750,2350,Im 1988,Rice,,,,,,TRUE,,,,,,,,,,
92,Daimabad,74.7,19.52,,,FALSE,,,2000-1700 BC,3950,3650,Kajale 1977; Vishnu-Mittre et al. 1986,"Wheat, barley",TRUE,TRUE,,,,,,,,,,,,,,
92,Daimabad,74.7,19.52,,,FALSE,,,1700-1500 BC,3650,3450,Kajale 1977; Vishnu-Mittre et al. 1986,"Wheat, barley",TRUE,TRUE,,,,,,,,,,,,,,
93,Daimabad,74.7,19.52,,,FALSE,,,1500-1100 BC,3650,3050,Kajale 1977; Vishnu-Mittre et al. 1986,"Wheat, barley, Paspalum, Setaria, Rice, ",TRUE,TRUE,TRUE,,,TRUE,,,TRUE,,,,,,,
94,Daljeon-ri,127.52,37.81,,,TRUE,,,700-600 BC,2650,2550,HUM 2007,Rice,,,,,,TRUE,,,,,,,,,,
95,Damdama  ,82.18,25.87,,,FALSE,,,2600-2000 BC,4550,3950,Saraswat 2004c; 2005; Kajale 1990a,"Rice, wheat",TRUE,,,,,TRUE,,,,,,,,,,
96,Dangwada,75.63,22.95,,,FALSE,,,2000-1500 BC,3950,3450,Saraswat 2004c; 2005; Kajale 1990a,"Rice, wheat",TRUE,,,,,TRUE,,,,,,,,,,
96,Dangwada,75.63,22.95,,,FALSE,,,300 BC-300 AD,2250,1650,Saraswat 2004c; 2005; Kajale 1990a,"Rice, wheat",TRUE,,,,,TRUE,,,,,,,,,,
97,"Daulatpur, Haryana",76.95,29.96,,,FALSE,,,2200-1700 BC,4150,3650,Vishnu-Mittre et al. 1985,Rice,,,,,,TRUE,,,,,,,,,,
98,Daun-dong,129.28,35.56,TO8965,Vigna,FALSE,2510,70,,,,Crawford & Lee 2003,"Wheat, rice",TRUE,,,,,TRUE,,,,,,,,,,
99,Dazuizi,121.7,39.08,,,FALSE,,,2500-1800 BC,4450,3750,An 1999,Rice,,,,,,TRUE,,,,,,,,,,
100,Diantoubao (DTB ),111.32,35.34,,,FALSE,,,4000-1400 BC,5950,3350,Song 2011,"Rice, Broomcorn, Foxtail millet",,,TRUE,TRUE,,TRUE,,,,,,,,,,
101,Diaotonghuan cave,117.18,28.72,,,FALSE,,,15000-12000 BC,16950,13950,Zhao 1998,Wild rice,,,,,,,TRUE,,,,,,,,,
101,Diaotonghuan cave,117.18,28.72,,,FALSE,,,12000-10000 BC,13950,11950,Zhao 1998,Wild rice,,,,,,,TRUE,,,,,,,,,
102,Diaoyutai,115.91,33.75,ZK-0252,Wheat seed,TRUE,2370,90,,,,"Institute of Archaeology, Chinese Academy of Social Sciences, 1991",Wheat,TRUE,,,,,,,,,,,,,,,
103,Ding Dun,79.91,31.29,BA111232,Barley,TRUE,920,20,,,,d'Alpoim Guedes 2013,Barley,,TRUE,,,,,,,,,,,,,,
103,Ding Dun,79.91,31.29,BA111233,Barley,TRUE,930,20,,,,d'Alpoim Guedes 2013,Barley,,TRUE,,,,,,,,,,,,,,
104,Dingdian(DD),111.26,35.39,,,FALSE,,,4000-2600 BC,5950,4550,Song 2011,"Rice, Broomcorn, Foxtail millet",,,TRUE,TRUE,,TRUE,,,,,,,,,,
105,Dingshishan,108.49,22.75,,,FALSE,,,4500-4000 BC,6450,5950,Lu 2005; 2006,Rice phytoliths,,,,,,TRUE,,,,,,,,,,
106,Djarkutan,67.27,37.37,,,FALSE,,,2000 BC,3950,3950,Miller 1999,"Wheat, barley",TRUE,TRUE,,,,,,,,,,,,,,
107,Don Thapan,103.73,15.9,,,FALSE,,,25 BC- 20 AD,1975,1930,Gorman 1977,Rice,,,,,,TRUE,,,,,,,,,,
108,DÃƒÂ´ng DÃƒÂ¢u,105.63,21.22,?,Rice,TRUE,3300,50,,,,Nguyen 1998,Rice,,,,,,TRUE,,,,,,,,,,
109,Dong TiÃƒÂªn,105.77,19.81,,,FALSE,,,1000 BC - 1 AD,2950,1949,Nguyen 1998,Rice,,,,,,TRUE,,,,,,,,,,
110,Dongfengxinan,102.03,36,Beta-292121,Barley,TRUE,3010,40,,,,Dong et al.2013a,"Foxtail millet, broomcorn millet, Barley",,TRUE,TRUE,TRUE,,,,,,,,,,,,
110,Dongfengxinan,102.02,36,Beta-292121 ,Barley,TRUE,3010,40,,,,Chen et al. 2015,"Foxtail millet, broomcorn millet, Barley",,TRUE,TRUE,TRUE,,,,,,,,,,,,
110,Dongfengxinan,102.03,36,Beta-292121,Charred barly seeds,TRUE,3010,40,,,,Dong et al.2014,"Foxtail millet, broomcorn millet, Barley",,TRUE,TRUE,TRUE,,,,,,,,,,,,
111,Donggaocun,109.3,34.51,OZM464,Wheat seed,TRUE,960,35,,,,Dodson et al.2013,Wheat,TRUE,,,,,,,,,,,,,,,
111,Donggaocun,109.3,34.51,OZM463,Wheat seed,TRUE,2850,35,,,,Dodson et al.2013,Wheat,TRUE,,,,,,,,,,,,,,,
112,Donghuishan,100.74,38.68,BA92101,Carbonized wheat,TRUE,4110,250,,,,"Gansu/Jilin, 1998 and Li and Mo, 2004","Wheat, barley, broomcorn millet, foxtail millet",TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
112,Donghuishan,100.74,38.68,BA92101,Wheat seed,TRUE,4110,250,,,,Flad et al.2010,"Wheat, barley, broomcorn millet, foxtail millet",TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
112,Donghuishan,100.74,38.68,OZK654,Wheat,TRUE,3405,50,,,,"Dodson et al., 2013","Wheat, barley, broomcorn millet, foxtail millet",TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
112,Donghuishan,100.74,38.68,OZK654,Wheat seed,TRUE,3405,50,,,,Zhou et al.2012,"Wheat, barley, broomcorn millet, foxtail millet",TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
112,Donghuishan,100.74,38.68,OZK656,Wheat seed,TRUE,3410,50,,,,Zhou et al.2012,"Wheat, barley, broomcorn millet, foxtail millet",TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
112,Donghuishan,100.74,38.68,OZK653,Wheat seed,TRUE,3260,45,,,,Zhou et al.2012,"Wheat, barley, broomcorn millet, foxtail millet",TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
112,Donghuishan,100.74,38.68,OZK655,Wheat seed,TRUE,3425,40,,,,Zhou et al.2012,"Wheat, barley, broomcorn millet, foxtail millet",TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
112,Donghuishan,100.74,38.68,BA06031,Carbonized wheat,TRUE,3265,35,,,,"Flad et al., 2010","Wheat, barley, broomcorn millet, foxtail millet",TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
113,Dongkang,129.23,44.13,ZK-0085,Charred millet seeds,TRUE,1650,85,,,,"Institute of Archaeology, Chinese Academy of Social Sciences.1991",Millet,,,,,TRUE,,,,,,,,,,,
114,Dosam-ri,126.73,36.03,,,FALSE,,,700-300 BC,2650,2250,Lee & Jo 2005,"Rice, barley",,TRUE,,,,TRUE,,,,,,,,,,
115,Dugangsi (DGS),113.48,34.12,,,FALSE,,,1500-1000 BC,3450,2950,Song 2011,"Rice, Foxtail Millet, Broomcorn Millet, wheat, barley",TRUE,TRUE,TRUE,TRUE,,TRUE,,,,,,,,,,
116,Erfang ,102.83,35.86,Beta-303688 ,Barley,TRUE,2910,30,,,,Chen et al. 2015,"Broomcorn millet, foxtail millet, barley, wheat",TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
117,Erlitou,112.72,34.7,,,FALSE,,,1900-1600 BC,3850,3550,,"Broomcorn Millet, foxtail millet, rice",,,TRUE,TRUE,,TRUE,,,,,,,,,,
118,Feiyao,112.97,34.68,SNU04536,Charred millet seeds,TRUE,3510,40,,,,Lee et al.2007,Foxtail millet,,,TRUE,,,,,,,,,,,,,
119,Fengcun falserthwest (FCXB),111.31,35.35,,,FALSE,,,2600-2400 BC,4550,4350,Song 2011,"Rice, Broomcorn, Foxtail millet",,,TRUE,TRUE,,TRUE,,,,,,,,,,
120,Fengyangzhai,112.87,34.59,SNU04538,Charred millet seeds,TRUE,2940,40,,,,Lee et al.2007,"Foxtail millet, wheat",TRUE,,TRUE,,,,,,,,,,,,,
121,Fukuda Shellmound,133.92,34.62,,,FALSE,,,1000 BC,2950,2950,Keally 2004,Rice,,,,,,TRUE,,,,,,,,,,
122,Gagai ,101.65,36.22,BA110900 ,Barley,TRUE,2550,30,,,,Chen et al. 2015,Barley,,TRUE,,,,,,,,,,,,,,
123,Gahyeon-ri,126.68,37.77,,,FALSE,,,2570-2485 BC,4520,4435,Im 1990,"Foxtail millet, rice",,,TRUE,,,TRUE,,,,,,,,,,
124,Ganggangwa,99.18,40.16,OZK658,Wheat,TRUE,3558,47,,,,"Dodson et al., 2013",,,,,,,,,,,,,,,,,
125,"Gansu, Tianshui",105.67,34.52,TKa13888,Charred rice,TRUE,4430,100,,,,Li et al.2007,,,,,,,,,,,,,,,,,
126,Gantouyan,104.7,23.08,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Gawaji (Ilsan 2),126.78,37.66,,,FALSE,,,400-200 BC,2350,2150,Lee al. 1994,Rice,,,,,,TRUE,,,,,,,,,,
128,Gayixiangjing,101.27,36.08,Beta-297655 ,Foxtail Millet,TRUE,4410,40,,,,Chen et al. 2015,"Foxtail, broomcorn millet",,,TRUE,TRUE,,,,,,,,,,,,
128,Gayixiangjing,101.27,36.08,BA110899,Foxtail Millet,TRUE,4370,25,,,,Chen et al. 2015,"Foxtail, broomcorn millet",,,TRUE,TRUE,,,,,,,,,,,,
129,Geomdan-ri,129.18,35.45,,,,,,800-400 BC,2750,2350,,Rice,,,,,,TRUE,,,,,,,,,,
130,Ghalegay,72.27,34.7,,,FALSE,,,2500-1900 BC,4450,3850,Fuller 2002; Constantini 1987,"Rice, wheat",TRUE,,,,,TRUE,,,,,,,,,,
131,"Ghaleghay, Swat",72.27,34.7,,,FALSE,,,1900-1700 BC,3850,3650,Fuller 2002; Constantini 1987,"Barley, Rice",,TRUE,,,,TRUE,,,,,,,,,,
132,GÃƒ_ ChiÃƒÂªn Vay,105.51,21.14,,,FALSE,,,1000 BC,2950,2950,Nguyen 1998,Rice,,,,,,TRUE,,,,,,,,,,
133,Gofkral IA,,,?,Charcoal associated wheat,FALSE,4420,110,1200 BC,3150,3150,"Kajale, 1991 and Bandey, 2009","Wheat, rice, barley",TRUE,TRUE,,,,TRUE,,,,,,,,,,
134,Gogang-dong,126.82,37.52,,,FALSE,,,800-400 BC,2750,2350,Bae &al. 1999,Rice,,,,,,TRUE,,,,,,,,,,
135,Gogeumsan,126.83,37.2,,,FALSE,,,1190-1140 BC,3140,3090,Im &al. 2002,Rice,,,,,,TRUE,,,,,,,,,,
136,Golbai Sassan,85.55,20.02,,,FALSE,,,1500-500 BC,3450,2450,Harvey et al. 2006; Harvey 2006,"Foxtail Millet, Broomcorn Millet, Paspalum",,,TRUE,TRUE,,,,,TRUE,,,,,,,
137,Gonam-ri,126.41,36.41,,,FALSE,,,800-400 BC,2750,2350, Kim & An 1990; An 1991,"Foxtail millet, Broomcorn millet",,,TRUE,TRUE,,,,,,,,,,,,
138,Gongshijia ,102.31,35.95,BA110893 ,Barley,TRUE,3165,35,,,,Chen et al. 2015,"Foxtail millet, broomcorn millet, barley",,TRUE,TRUE,TRUE,,,,,,,,,,,,
138,Gongshijia ,102.31,35.95,Beta-303689 ,Barley,TRUE,3620,30,,,,Chen et al. 2015,"Foxtail millet, broomcorn millet, barley",,TRUE,TRUE,TRUE,,,,,,,,,,,,
139,Gonur depe,62.04,38.21,,,FALSE,,,c. 2700 BC,4650,4650,Moore et al. 1994,"Barley, wheat, chickpea, lathyrus, lentil, pea",TRUE,TRUE,,,,,,,,,,,,,,
140,Gopalpur,85.35,20.03,,,FALSE,,,1500-500 BC,3450,2450,Harvey et al. 2006; Harvey 2006,"Foxtail millet, Echnifalsecloa, Paspalum",,,TRUE,,,,,TRUE,TRUE,,,,,,,
141,Gua Sireh,110.56,1.17,,,FALSE,,,2900-1600 BC,4850,3550,Datan & Bellwood 1991; Beavitt et al 1996,Rice,,,,,,TRUE,,,,,,,,,,
142,Guangfulin,121.2,31.2,,,FALSE,,,2290-2050 BC,4240,4000,Itzstein-Davey et al. 2007,Rice phytoliths,,,,,,TRUE,,,,,,,,,,
143,Guanzizui,104.3,35.27,BA120217,Charred millet seeds,TRUE,3630,30,,,,Dong et al.2014,Broomcorn and foxtail millet,,,TRUE,TRUE,,,,,,,,,,,,
144,"Gufkral, Kashmir",75.05,33.89,,,,,,1200 BC,3150,3150,Kajale 1989,"Rice, wheat, barley",TRUE,TRUE,,,,TRUE,,,,,,,,,,
145,Guiyuanqiao I,104.17,31.13,BA120249,Foxtail Millet,TRUE,4220,35,,,,d'Alpoim Guedes and Wan 2016,"Foxtail Millet, Broomcorn Millet",,,TRUE,TRUE,,,,,,,,,,,,
146,Guiyuanqiao II,104.17,31.13,BA120250,Rice,TRUE,3955,40,,,,d'Alpoim Guedes and Wan 2016,"Rice, Foxtail Millet, Broomcorn Millet",,,TRUE,TRUE,,TRUE,,,,,,,,,,
146,Guiyuanqiao II,104.17,31.13,BA120252,Rice,TRUE,3745,25,,,,d'Alpoim Guedes and Wan 2016,"Rice, Foxtail Millet, Broomcorn Millet",,,TRUE,TRUE,,TRUE,,,,,,,,,,
146,Guiyuanqiao II,104.17,31.13,BA120251,Rice,TRUE,3790,25,,,,d'Alpoim Guedes and Wan 2016,"Rice, Foxtail Millet, Broomcorn Millet",,,TRUE,TRUE,,TRUE,,,,,,,,,,
147,Gumugou,88.92,40.68,,Wheat,TRUE,3615,170,,,,Betts et al. 2013; Zhang 2015,Wheat,,TRUE,,,,,,,,,,,,,,
147,Gumugou,88.92,40.68,,Sheepskin,FALSE,3480,100,,,,Betts et al. 2013; Zhang 2015,Wheat,,TRUE,,,,,,,,,,,,,,
147,Gumugou,88.92,40.68,,Wood,TRUE,4260,80,,,,Betts et al. 2013; Zhang 2015,Wheat,,TRUE,,,,,,,,,,,,,,
148,Guojiacun,121.15,38.76,ZK-0415,Charred millet seeds,TRUE,3990,90,,,,"Institute of Archaeology, Chinese Academy of Social Sciences.1991",Wheat,,TRUE,,,,,,,,,,,,,,
149,Gushuihe (GSH),113.35,34.23,,,FALSE,,,3000-2200 BC,4950,4150,Fuller & Zhang 2007; Zhang et al. 2010,"Broomcorn Millet, foxtail millet, rice",,,TRUE,TRUE,,TRUE,,,,,,,,,,
150,Guye,112.48,23.11,BA111825,,TRUE,275,40,,,,Yang et al. 2016,Rice,,,,,,TRUE,,,,,,,,,,
151,Gwangam-dong,127.22,37.54,,,FALSE,,,800-400 BC,2750,2350,Choe al. 1998,Rice,,,,,,TRUE,,,,,,,,,,
152,Gwansan-ri,126.58,36.4,,,FALSE,,,800-400 BC,2750,2350,Lee 1997,Rice,,,,,,TRUE,,,,,,,,,,
153,Gyo-dong,128.89,37.76,,,FALSE,,,1070-1000 BC,3020,2950,Ahn 2002,Rice,,,,,,TRUE,,,,,,,,,,
154,Gyodong-ri 1,129.12,35.56,,,FALSE,,,800-400 BC,2750,2350,Niyama 2004,Rice,,,,,,TRUE,,,,,,,,,,
155,Gyodong-ri 2,129.12,35.56,,,FALSE,,,1080-1020 BC,3030,2970,Yuka & Bhandari 2009,"Broomcorn Millet, foxtail millet, rice",,,TRUE,TRUE,,TRUE,,,,,,,,,,
156,Gyodong-ri 2,129.12,35.56,,,FALSE,,,830-300 BC,2780,2250,Yuka & Bhandari 2009,Foxtail millet rice,,,TRUE,,,,,,,,,,,,,
157,Haimenkou,99.92,26.43,ZK-0010,Wood,TRUE,3010,90,,,,"Institute of Archaeology, Chinese Academy of Social Sciences.1991",,,,,,,,,,,,,,,,,
158,Haimenkou,99.92,26.43,ZK-2335,Wood,TRUE,2520,75,,,,"Institute of Archaeology, Chinese Academy of Social Sciences.1991",,,,,,,,,,,,,,,,,
159,Hallur,75.62,14.37,,,FALSE,,,2000-1000 BC,3950,2950,Fuller 2003,"Wild Rice, broomcorn millet, foxtail millet, Bracharia",,,TRUE,TRUE,,,TRUE,,,,,,,TRUE,,
160,Hanjiacang,112.48,34.69,BK75005,Charred millet seeds,TRUE,900,85,,,,"Institute of Archaeology, Chinese Academy of Social Sciences.1991",Millet,,,,,TRUE,,,,,,,,,,,
161,Harappa,72.87,30.63,OxA-30061,Wheat,TRUE,3499,28,,,,Liu et al. 2016,"Wheat, barley, oat, rye",TRUE,TRUE,,,,,,,,,TRUE,TRUE,,,,
162,Harappa early,72.87,30.63,,,FALSE,,,3300-2600,5250,4550,Weber 2003,"Wheat, barley, oat, rye",TRUE,TRUE,,,,,,,,,TRUE,TRUE,,,,
163,Harappa middle,72.87,30.63,,,FALSE,,,2600-1900,4550,3850,Weber 2003,"Wheat, barley, oat, rye",TRUE,TRUE,,,,,,,,,TRUE,TRUE,,,,
164,Harappa late,72.87,30.63,,,,,,1900-1700,,,Weber 2003,"Wheat, barley, oat, rye, rice",TRUE,TRUE,,,,TRUE,,,,,TRUE,TRUE,,,,
165,Hastinapura,78.02,29.17,,,FALSE,,,400-200 BC,2350,2150,Fuller 2002; Chanchala 1992,Rice,,,,,,TRUE,,,,,,,,,,
166,Haxiu,102.16,32.17,BA141211,Millet,TRUE,4470,30,,,,d'Alpoim Guedes 2016,"Foxtail millet, broomcorn millet",,,TRUE,TRUE,,,,,,,,,,,,
167,Heibiya ,102.01,36.65,BA110907 ,Broomcorn,TRUE,4245,30,,,,Chen et al. 2015,"Foxtail, broomcorn millet",,,TRUE,TRUE,,,,,,,,,,,,
168,Hemudu,121.37,29.97,BK78109,Rice remains,TRUE,6080,200,,,,"Institute of Archaeology, Chinese Academy of Social Sciences.1991",Rice,,,,,,TRUE,,,,,,,,,,
168,Hemudu,121.37,29.97,BK78104,Rice remains,TRUE,6130,170,,,,"Institute of Archaeology, Chinese Academy of Social Sciences.1991",Rice,,,,,,TRUE,,,,,,,,,,
168,Hemudu,121.37,29.97,BK78114,Rice husk,TRUE,6060,100,,,,"Institute of Archaeology, Chinese Academy of Social Sciences.1991",Rice,,,,,,TRUE,,,,,,,,,,
169,"Henan, Sanmenxia",111.28,34.72,BA08808,Charred rice,TRUE,4470,40,,,,Wu&Wei.2009,"Rice, Broomcorn, Foxtail millet",,,TRUE,TRUE,,TRUE,,,,,,,,,,
169,"Henan, Sanmenxia",111.28,34.72,BA08806,Charred rice,TRUE,4670,40,,,,Wu&Wei.2009,"Rice, Broomcorn, Foxtail millet",,,TRUE,TRUE,,TRUE,,,,,,,,,,
169,"Henan, Sanmenxia",111.28,34.72,BA08802,Charred rice,TRUE,5125,35,,,,Wu&Wei.2009,"Rice, Broomcorn, Foxtail millet",,,TRUE,TRUE,,TRUE,,,,,,,,,,
170,Huizui East,112.77,34.57,SNU04416,Charred rice,TRUE,3640,60,,,,Lee et al.2007,"Rice, Foxtail, broomcorn millet",,,TRUE,TRUE,,TRUE,,,,,,,,,,
171,Heunam-ri,127.68,37.24,,,FALSE,,,1300-800 BC,3250,2750,Lee 2009; Im 1978,Rice,,,,,,TRUE,,,,,,,,,,
172,Hiregudda,76.97,15.17,R 28680/13,Charcoal,TRUE,3019,40,,,,Roberts et al. 2015,"Wheat, barley, millets",TRUE,TRUE,,,TRUE,,,,,,,,,,,
172,Hiregudda,76.97,15.17,R 28680/15,Triticum sp.,TRUE,3282,35,,,,Liu et al. 2016,"Wheat, barley, millets",TRUE,TRUE,,,TRUE,,,,,,,,,,,
172,Hiregudda,76.97,15.17,R 28680/15,Wheat,TRUE,3282,35,,,,Roberts et al. 2015,"Wheat, barley, millets",TRUE,TRUE,,,TRUE,,,,,,,,,,,
172,Hiregudda,76.97,15.17,R 28680/7,Charcoal,TRUE,3371,35,,,,Roberts et al. 2015,"Wheat, barley, millets",TRUE,TRUE,,,TRUE,,,,,,,,,,,
172,Hiregudda,76.97,15.17,R 28680/17,Barley,TRUE,3382,35,,,,Roberts et al. 2015,"Wheat, barley, millets",TRUE,TRUE,,,TRUE,,,,,,,,,,,
172,Hiregudda,76.97,15.17,R 28680/9,Charcoal,TRUE,3433,35,,,,Roberts et al. 2015,"Wheat, barley, millets",TRUE,TRUE,,,TRUE,,,,,,,,,,,
172,Hiregudda,76.97,15.17,R 28680/12,Charcoal ,TRUE,3027,30,,,,Roberts et al. 2015,"Wheat, barley, millets",TRUE,TRUE,,,TRUE,,,,,,,,,,,
172,Hiregudda,76.97,15.17,R 28680/14,Seed. Lablab,TRUE,3058,30,,,,Roberts et al. 2015,"Wheat, barley, millets",TRUE,TRUE,,,TRUE,,,,,,,,,,,
172,Hiregudda,76.97,15.17,R 28680/8,Charcoal,TRUE,3075,30,,,,Roberts et al. 2015,"Wheat, barley, millets",TRUE,TRUE,,,TRUE,,,,,,,,,,,
172,Hiregudda,76.97,15.17,R 28680/16,Seed. Lablab,TRUE,3235,30,,,,Roberts et al. 2015,"Wheat, barley, millets",TRUE,TRUE,,,TRUE,,,,,,,,,,,
172,Hiregudda,76.97,15.17,R 28680/18,Seed. Macrotyloma,TRUE,3250,30,,,,Roberts et al. 2015,"Wheat, barley, millets",TRUE,TRUE,,,TRUE,,,,,,,,,,,
172,Hiregudda,76.97,15.17,R 28680/10,Charcoal,TRUE,3314,30,,,,Roberts et al. 2015,"Wheat, barley, millets",TRUE,TRUE,,,TRUE,,,,,,,,,,,
172,Hiregudda,76.97,15.17,BA04392,Charcoal,TRUE,3340,30,,,,Roberts et al. 2015,"Wheat, barley, millets",TRUE,TRUE,,,TRUE,,,,,,,,,,,
172,Hiregudda,76.97,15.17,R 28680/11,Charcoal,TRUE,3346,30,,,,Roberts et al. 2015,"Wheat, barley, millets",TRUE,TRUE,,,TRUE,,,,,,,,,,,
173,Hongshanzuinanpo ,98.53,36.97,,,TRUE,,,,,,Chen et al. 2015,"Broomcorn millet, barley",,TRUE,,TRUE,,,,,,,,,,,,
174,Hongtjiaozi ,102.56,35.73,BA110889 ,Foxtail Millet,TRUE,4395,30,,,,Chen et al. 2015,"Foxtail millet, broomcorn millet",,,TRUE,TRUE,,,,,,,,,,,,
175,Hongyazhangjia ,102.82,35.91,BA110886 ,Foxtail Millet,TRUE,4185,35,,,,Chen et al. 2015,"Foxtail millet, broomcorn millet",,,TRUE,TRUE,,,,,,,,,,,,
176,Hougou (HG),111.4,35.36,,,FALSE,,,,,,Song 2011,"Rice, Broomcorn, Foxtail millet",,,TRUE,TRUE,,TRUE,,,,,,,,,,
177,Htaukmagon,95.07,22,,,FALSE,,,470 BC,2420,2420,Moore 2007,Rice,,,,,,TRUE,,,,,,,,,,
178,Huangniangniangtai,97.77,39.92,OZK416,Wheat seed,TRUE,529,102,,,,Dodson et al.2013,"Wheat, barley, broomcorn millet, foxtail millet",TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
179,Huangniangniangtai,102.61,37.94,OZK418,Wheat seed,TRUE,3570,60,,,,Zhou et al.2012,"Wheat, barley, broomcorn millet, foxtail millet",TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
180,"Hubei, Jiangling",112.2,30.4,BK76043,Charred rice,TRUE,2340,100,,,,"Institute of Archaeology, Chinese Academy of Social Sciences.1991",Rice,,,,,,TRUE,,,,,,,,,,
181,Hucun (HC),111.36,35.49,,,FALSE,,,2400-1900 BC,4350,3850,Song 2011,"Rice, Broomcorn, Foxtail millet",,,TRUE,TRUE,,TRUE,,,,,,,,,,
182,Huidui ,102.29,36.34,BA120198 ,Barley,TRUE,3060,35,,,,Chen et al. 2015,"Barley, wheat",TRUE,TRUE,,,,,,,,,,,,,,
183,Huitupo,112.08,32.69,,,FALSE,,,4000-3000 BC,5950,4950,,"Rice, Broomcorn, Foxtail millet",,,TRUE,TRUE,,TRUE,,,,,,,,,,
184,Huizui,112.77,34.57,TO11419,Charred millet seeds,TRUE,3600,70,,,,Lee et al.2007,"Broomcorn millet, foxtail millet, rice",,,TRUE,TRUE,,TRUE,,,,,,,,,,
184,Huizui,112.77,34.57,BA06498,Charred millet seeds,TRUE,3455,55,,,,Lee&Bestel.2007,"Broomcorn millet, foxtail millet, rice",,,TRUE,TRUE,,TRUE,,,,,,,,,,
